id_scenariusza,polityka,tryb,interwencja_operatora,czas_decyzji_s,ryzyko_bazowe,ryzyko_resztkowe,redukcja_wzgledna,pewnosc_ai,srodowisko,predkosc,ladunek,niepewnosc,nowosc_sytuacji
S042,HITL informacyjny,monitorowanie,False,1.8,0.2963,0.2963,0.0,0.458,odseparowane,wysoka,lekki,wysoka,rzadkie
S042,Prawo weta operatora,weto,False,1.8,0.2963,0.2963,0.0,0.458,odseparowane,wysoka,lekki,wysoka,rzadkie
S042,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.2963,0.152,0.487,0.458,odseparowane,wysoka,lekki,wysoka,rzadkie
S042,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.2963,0.1664,0.4384,0.458,odseparowane,wysoka,lekki,wysoka,rzadkie
S043,Brak HITL,autonomia,False,1.8,0.1733,0.1733,0.0,0.887,odseparowane,wysoka,sredni,niska,znane
S043,HITL informacyjny,monitorowanie,False,1.8,0.1733,0.1733,0.0,0.887,odseparowane,wysoka,sredni,niska,znane
S043,Prawo weta operatora,weto,False,1.8,0.1733,0.1733,0.0,0.887,odseparowane,wysoka,sredni,niska,znane
S043,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1733,0.1733,0.0,0.887,odseparowane,wysoka,sredni,niska,znane
S043,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1733,0.1733,0.0,0.887,odseparowane,wysoka,sredni,niska,znane
S044,Brak HITL,autonomia,False,1.8,0.2174,0.2174,0.0,0.782,odseparowane,wysoka,sredni,niska,rzadkie
S044,HITL informacyjny,monitorowanie,False,1.8,0.2174,0.2174,0.0,0.782,odseparowane,wysoka,sredni,niska,rzadkie
S044,Prawo weta operatora,weto,False,1.8,0.2174,0.2174,0.0,0.782,odseparowane,wysoka,sredni,niska,rzadkie
S044,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2174,0.2174,0.0,0.782,odseparowane,wysoka,sredni,niska,rzadkie
S044,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2174,0.2174,0.0,0.782,odseparowane,wysoka,sredni,niska,rzadkie
S045,Brak HITL,autonomia,False,1.8,0.2228,0.2228,0.0,0.739,odseparowane,wysoka,sredni,srednia,znane
S045,HITL informacyjny,monitorowanie,False,1.8,0.2228,0.2228,0.0,0.739,odseparowane,wysoka,sredni,srednia,znane
S045,Prawo weta operatora,weto,False,1.8,0.2228,0.2228,0.0,0.739,odseparowane,wysoka,sredni,srednia,znane
S045,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2228,0.2228,0.0,0.739,odseparowane,wysoka,sredni,srednia,znane
S045,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2228,0.2228,0.0,0.739,odseparowane,wysoka,sredni,srednia,znane
S046,Brak HITL,autonomia,False,1.8,0.2729,0.2729,0.0,0.634,odseparowane,wysoka,sredni,srednia,rzadkie
S046,HITL informacyjny,monitorowanie,False,1.8,0.2729,0.2729,0.0,0.634,odseparowane,wysoka,sredni,srednia,rzadkie
S046,Prawo weta operatora,weto,False,1.8,0.2729,0.2729,0.0,0.634,odseparowane,wysoka,sredni,srednia,rzadkie
S046,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2729,0.2729,0.0,0.634,odseparowane,wysoka,sredni,srednia,rzadkie
S046,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2729,0.2729,0.0,0.634,odseparowane,wysoka,sredni,srednia,rzadkie
S047,Brak HITL,autonomia,False,1.8,0.2898,0.2898,0.0,0.563,odseparowane,wysoka,sredni,wysoka,znane
S047,HITL informacyjny,monitorowanie,False,1.8,0.2898,0.2898,0.0,0.563,odseparowane,wysoka,sredni,wysoka,znane
S047,Prawo weta operatora,weto,False,1.8,0.2898,0.2898,0.0,0.563,odseparowane,wysoka,sredni,wysoka,znane
S047,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2898,0.2898,0.0,0.563,odseparowane,wysoka,sredni,wysoka,znane
S047,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2898,0.2898,0.0,0.563,odseparowane,wysoka,sredni,wysoka,znane
S048,Brak HITL,autonomia,False,1.8,0.3439,0.3439,0.0,0.458,odseparowane,wysoka,sredni,wysoka,rzadkie
S048,HITL informacyjny,monitorowanie,False,1.8,0.3439,0.3439,0.0,0.458,odseparowane,wysoka,sredni,wysoka,rzadkie
S048,Prawo weta operatora,weto,False,1.8,0.3439,0.3439,0.0,0.458,odseparowane,wysoka,sredni,wysoka,rzadkie
S048,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.3439,0.1764,0.487,0.458,odseparowane,wysoka,sredni,wysoka,rzadkie
S048,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.3439,0.1931,0.4384,0.458,odseparowane,wysoka,sredni,wysoka,rzadkie
S049,Brak HITL,autonomia,False,1.8,0.1989,0.1989,0.0,0.887,odseparowane,wysoka,ciezki,niska,znane
S049,HITL informacyjny,monitorowanie,False,1.8,0.1989,0.1989,0.0,0.887,odseparowane,wysoka,ciezki,niska,znane
S049,Prawo weta operatora,weto,False,1.8,0.1989,0.1989,0.0,0.887,odseparowane,wysoka,ciezki,niska,znane
S049,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1989,0.1989,0.0,0.887,odseparowane,wysoka,ciezki,niska,znane
S049,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1989,0.1989,0.0,0.887,odseparowane,wysoka,ciezki,niska,znane
S050,Brak HITL,autonomia,False,1.8,0.2495,0.2495,0.0,0.782,odseparowane,wysoka,ciezki,niska,rzadkie
S050,HITL informacyjny,monitorowanie,False,1.8,0.2495,0.2495,0.0,0.782,odseparowane,wysoka,ciezki,niska,rzadkie
S050,Prawo weta operatora,weto,False,1.8,0.2495,0.2495,0.0,0.782,odseparowane,wysoka,ciezki,niska,rzadkie
S050,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2495,0.2495,0.0,0.782,odseparowane,wysoka,ciezki,niska,rzadkie
S050,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2495,0.2495,0.0,0.782,odseparowane,wysoka,ciezki,niska,rzadkie
S051,Brak HITL,autonomia,False,1.8,0.2557,0.2557,0.0,0.739,odseparowane,wysoka,ciezki,srednia,znane
S051,HITL informacyjny,monitorowanie,False,1.8,0.2557,0.2557,0.0,0.739,odseparowane,wysoka,ciezki,srednia,znane
S051,Prawo weta operatora,weto,False,1.8,0.2557,0.2557,0.0,0.739,odseparowane,wysoka,ciezki,srednia,znane
S051,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2557,0.2557,0.0,0.739,odseparowane,wysoka,ciezki,srednia,znane
S051,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2557,0.2557,0.0,0.739,odseparowane,wysoka,ciezki,srednia,znane
S052,Brak HITL,autonomia,False,1.8,0.3131,0.3131,0.0,0.634,odseparowane,wysoka,ciezki,srednia,rzadkie
S052,HITL informacyjny,monitorowanie,False,1.8,0.3131,0.3131,0.0,0.634,odseparowane,wysoka,ciezki,srednia,rzadkie
S052,Prawo weta operatora,weto,False,1.8,0.3131,0.3131,0.0,0.634,odseparowane,wysoka,ciezki,srednia,rzadkie
S052,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3131,0.3131,0.0,0.634,odseparowane,wysoka,ciezki,srednia,rzadkie
S052,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3131,0.3131,0.0,0.634,odseparowane,wysoka,ciezki,srednia,rzadkie
S053,Brak HITL,autonomia,False,1.8,0.3325,0.3325,0.0,0.563,odseparowane,wysoka,ciezki,wysoka,znane
S053,HITL informacyjny,monitorowanie,False,1.8,0.3325,0.3325,0.0,0.563,odseparowane,wysoka,ciezki,wysoka,znane
S053,Prawo weta operatora,weto,False,1.8,0.3325,0.3325,0.0,0.563,odseparowane,wysoka,ciezki,wysoka,znane
S053,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3325,0.3325,0.0,0.563,odseparowane,wysoka,ciezki,wysoka,znane
S053,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3325,0.3325,0.0,0.563,odseparowane,wysoka,ciezki,wysoka,znane
S054,Brak HITL,autonomia,False,1.8,0.3946,0.3946,0.0,0.458,odseparowane,wysoka,ciezki,wysoka,rzadkie
S054,HITL informacyjny,monitorowanie,False,1.8,0.3946,0.3946,0.0,0.458,odseparowane,wysoka,ciezki,wysoka,rzadkie
S054,Prawo weta operatora,weto,False,1.8,0.3946,0.3946,0.0,0.458,odseparowane,wysoka,ciezki,wysoka,rzadkie
S054,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.3946,0.2024,0.487,0.458,odseparowane,wysoka,ciezki,wysoka,rzadkie
S054,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.3946,0.2216,0.4384,0.458,odseparowane,wysoka,ciezki,wysoka,rzadkie
S055,Brak HITL,autonomia,False,1.8,0.1247,0.1247,0.0,0.838,wspoldzielone,niska,lekki,niska,znane
S055,HITL informacyjny,monitorowanie,False,1.8,0.1247,0.1247,0.0,0.838,wspoldzielone,niska,lekki,niska,znane
S055,Prawo weta operatora,weto,False,1.8,0.1247,0.1247,0.0,0.838,wspoldzielone,niska,lekki,niska,znane
S055,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1247,0.1247,0.0,0.838,wspoldzielone,niska,lekki,niska,znane
S055,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1247,0.1247,0.0,0.838,wspoldzielone,niska,lekki,niska,znane
S056,Brak HITL,autonomia,False,1.8,0.1548,0.1548,0.0,0.733,wspoldzielone,niska,lekki,niska,rzadkie
S056,HITL informacyjny,monitorowanie,False,1.8,0.1548,0.1548,0.0,0.733,wspoldzielone,niska,lekki,niska,rzadkie
S056,Prawo weta operatora,weto,False,1.8,0.1548,0.1548,0.0,0.733,wspoldzielone,niska,lekki,niska,rzadkie
S056,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1548,0.1548,0.0,0.733,wspoldzielone,niska,lekki,niska,rzadkie
S056,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1548,0.1548,0.0,0.733,wspoldzielone,niska,lekki,niska,rzadkie
S057,Brak HITL,autonomia,False,1.8,0.1585,0.1585,0.0,0.689,wspoldzielone,niska,lekki,srednia,znane
S057,HITL informacyjny,monitorowanie,False,1.8,0.1585,0.1585,0.0,0.689,wspoldzielone,niska,lekki,srednia,znane
S057,Prawo weta operatora,weto,False,1.8,0.1585,0.1585,0.0,0.689,wspoldzielone,niska,lekki,srednia,znane
S057,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1585,0.1585,0.0,0.689,wspoldzielone,niska,lekki,srednia,znane
S057,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1585,0.1585,0.0,0.689,wspoldzielone,niska,lekki,srednia,znane
S058,Brak HITL,autonomia,False,1.8,0.192,0.192,0.0,0.584,wspoldzielone,niska,lekki,srednia,rzadkie
S058,HITL informacyjny,monitorowanie,False,1.8,0.192,0.192,0.0,0.584,wspoldzielone,niska,lekki,srednia,rzadkie
S058,Prawo weta operatora,weto,False,1.8,0.192,0.192,0.0,0.584,wspoldzielone,niska,lekki,srednia,rzadkie
S058,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.192,0.192,0.0,0.584,wspoldzielone,niska,lekki,srednia,rzadkie
S058,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.192,0.192,0.0,0.584,wspoldzielone,niska,lekki,srednia,rzadkie
S059,Brak HITL,autonomia,False,1.8,0.2031,0.2031,0.0,0.513,wspoldzielone,niska,lekki,wysoka,znane
S059,HITL informacyjny,monitorowanie,False,1.8,0.2031,0.2031,0.0,0.513,wspoldzielone,niska,lekki,wysoka,znane
S059,Prawo weta operatora,weto,False,1.8,0.2031,0.2031,0.0,0.513,wspoldzielone,niska,lekki,wysoka,znane
S059,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.2031,0.1042,0.487,0.513,wspoldzielone,niska,lekki,wysoka,znane
S059,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2031,0.2031,0.0,0.513,wspoldzielone,niska,lekki,wysoka,znane
S060,Brak HITL,autonomia,False,1.8,0.2382,0.2382,0.0,0.408,wspoldzielone,niska,lekki,wysoka,rzadkie
S060,HITL informacyjny,monitorowanie,False,1.8,0.2382,0.2382,0.0,0.408,wspoldzielone,niska,lekki,wysoka,rzadkie
S060,Prawo weta operatora,weto,False,1.8,0.2382,0.2382,0.0,0.408,wspoldzielone,niska,lekki,wysoka,rzadkie
S060,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.2382,0.1222,0.487,0.408,wspoldzielone,niska,lekki,wysoka,rzadkie
S060,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.2382,0.1338,0.4384,0.408,wspoldzielone,niska,lekki,wysoka,rzadkie
S061,Brak HITL,autonomia,False,1.8,0.1514,0.1514,0.0,0.838,wspoldzielone,niska,sredni,niska,znane
S061,HITL informacyjny,monitorowanie,False,1.8,0.1514,0.1514,0.0,0.838,wspoldzielone,niska,sredni,niska,znane
S061,Prawo weta operatora,weto,False,1.8,0.1514,0.1514,0.0,0.838,wspoldzielone,niska,sredni,niska,znane
S061,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1514,0.1514,0.0,0.838,wspoldzielone,niska,sredni,niska,znane
S061,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1514,0.1514,0.0,0.838,wspoldzielone,niska,sredni,niska,znane
S062,Brak HITL,autonomia,False,1.8,0.1881,0.1881,0.0,0.733,wspoldzielone,niska,sredni,niska,rzadkie
S062,HITL informacyjny,monitorowanie,False,1.8,0.1881,0.1881,0.0,0.733,wspoldzielone,niska,sredni,niska,rzadkie
S062,Prawo weta operatora,weto,False,1.8,0.1881,0.1881,0.0,0.733,wspoldzielone,niska,sredni,niska,rzadkie
S062,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1881,0.1881,0.0,0.733,wspoldzielone,niska,sredni,niska,rzadkie
S062,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1881,0.1881,0.0,0.733,wspoldzielone,niska,sredni,niska,rzadkie
S063,Brak HITL,autonomia,False,1.8,0.1925,0.1925,0.0,0.689,wspoldzielone,niska,sredni,srednia,znane
S063,HITL informacyjny,monitorowanie,False,1.8,0.1925,0.1925,0.0,0.689,wspoldzielone,niska,sredni,srednia,znane
S063,Prawo weta operatora,weto,False,1.8,0.1925,0.1925,0.0,0.689,wspoldzielone,niska,sredni,srednia,znane
S063,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.1925,0.1925,0.0,0.689,wspoldzielone,niska,sredni,srednia,znane
S063,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.1925,0.1925,0.0,0.689,wspoldzielone,niska,sredni,srednia,znane
S064,Brak HITL,autonomia,False,1.8,0.2332,0.2332,0.0,0.584,wspoldzielone,niska,sredni,srednia,rzadkie
S064,HITL informacyjny,monitorowanie,False,1.8,0.2332,0.2332,0.0,0.584,wspoldzielone,niska,sredni,srednia,rzadkie
S064,Prawo weta operatora,weto,False,1.8,0.2332,0.2332,0.0,0.584,wspoldzielone,niska,sredni,srednia,rzadkie
S064,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2332,0.2332,0.0,0.584,wspoldzielone,niska,sredni,srednia,rzadkie
S064,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2332,0.2332,0.0,0.584,wspoldzielone,niska,sredni,srednia,rzadkie
S065,Brak HITL,autonomia,False,1.8,0.2467,0.2467,0.0,0.513,wspoldzielone,niska,sredni,wysoka,znane
S065,HITL informacyjny,monitorowanie,False,1.8,0.2467,0.2467,0.0,0.513,wspoldzielone,niska,sredni,wysoka,znane
S065,Prawo weta operatora,weto,False,1.8,0.2467,0.2467,0.0,0.513,wspoldzielone,niska,sredni,wysoka,znane
S065,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.2467,0.1266,0.487,0.513,wspoldzielone,niska,sredni,wysoka,znane
S065,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2467,0.2467,0.0,0.513,wspoldzielone,niska,sredni,wysoka,znane
S066,Brak HITL,autonomia,False,1.8,0.2894,0.2894,0.0,0.408,wspoldzielone,niska,sredni,wysoka,rzadkie
S066,HITL informacyjny,monitorowanie,False,1.8,0.2894,0.2894,0.0,0.408,wspoldzielone,niska,sredni,wysoka,rzadkie
S066,Prawo weta operatora,weto,False,1.8,0.2894,0.2894,0.0,0.408,wspoldzielone,niska,sredni,wysoka,rzadkie
S066,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.2894,0.1485,0.487,0.408,wspoldzielone,niska,sredni,wysoka,rzadkie
S066,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.2894,0.1625,0.4384,0.408,wspoldzielone,niska,sredni,wysoka,rzadkie
S067,Brak HITL,autonomia,False,1.8,0.18,0.18,0.0,0.838,wspoldzielone,niska,ciezki,niska,znane
S067,HITL informacyjny,monitorowanie,False,1.8,0.18,0.18,0.0,0.838,wspoldzielone,niska,ciezki,niska,znane
S067,Prawo weta operatora,weto,False,1.8,0.18,0.18,0.0,0.838,wspoldzielone,niska,ciezki,niska,znane
S067,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.18,0.18,0.0,0.838,wspoldzielone,niska,ciezki,niska,znane
S067,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.18,0.18,0.0,0.838,wspoldzielone,niska,ciezki,niska,znane
S068,Brak HITL,autonomia,False,1.8,0.2236,0.2236,0.0,0.733,wspoldzielone,niska,ciezki,niska,rzadkie
S068,HITL informacyjny,monitorowanie,False,1.8,0.2236,0.2236,0.0,0.733,wspoldzielone,niska,ciezki,niska,rzadkie
S068,Prawo weta operatora,weto,False,1.8,0.2236,0.2236,0.0,0.733,wspoldzielone,niska,ciezki,niska,rzadkie
S068,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2236,0.2236,0.0,0.733,wspoldzielone,niska,ciezki,niska,rzadkie
S068,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2236,0.2236,0.0,0.733,wspoldzielone,niska,ciezki,niska,rzadkie
S069,Brak HITL,autonomia,False,1.8,0.2288,0.2288,0.0,0.689,wspoldzielone,niska,ciezki,srednia,znane
S069,HITL informacyjny,monitorowanie,False,1.8,0.2288,0.2288,0.0,0.689,wspoldzielone,niska,ciezki,srednia,znane
S069,Prawo weta operatora,weto,False,1.8,0.2288,0.2288,0.0,0.689,wspoldzielone,niska,ciezki,srednia,znane
S069,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2288,0.2288,0.0,0.689,wspoldzielone,niska,ciezki,srednia,znane
S069,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2288,0.2288,0.0,0.689,wspoldzielone,niska,ciezki,srednia,znane
S070,Brak HITL,autonomia,False,1.8,0.2772,0.2772,0.0,0.584,wspoldzielone,niska,ciezki,srednia,rzadkie
S070,HITL informacyjny,monitorowanie,False,1.8,0.2772,0.2772,0.0,0.584,wspoldzielone,niska,ciezki,srednia,rzadkie
S070,Prawo weta operatora,weto,False,1.8,0.2772,0.2772,0.0,0.584,wspoldzielone,niska,ciezki,srednia,rzadkie
S070,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2772,0.2772,0.0,0.584,wspoldzielone,niska,ciezki,srednia,rzadkie
S070,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2772,0.2772,0.0,0.584,wspoldzielone,niska,ciezki,srednia,rzadkie
S071,Brak HITL,autonomia,False,1.8,0.2933,0.2933,0.0,0.513,wspoldzielone,niska,ciezki,wysoka,znane
S071,HITL informacyjny,monitorowanie,False,1.8,0.2933,0.2933,0.0,0.513,wspoldzielone,niska,ciezki,wysoka,znane
S071,Prawo weta operatora,weto,False,1.8,0.2933,0.2933,0.0,0.513,wspoldzielone,niska,ciezki,wysoka,znane
S071,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.2933,0.1505,0.487,0.513,wspoldzielone,niska,ciezki,wysoka,znane
S071,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2933,0.2933,0.0,0.513,wspoldzielone,niska,ciezki,wysoka,znane
S072,Brak HITL,autonomia,False,1.8,0.344,0.344,0.0,0.408,wspoldzielone,niska,ciezki,wysoka,rzadkie
S072,HITL informacyjny,monitorowanie,False,1.8,0.344,0.344,0.0,0.408,wspoldzielone,niska,ciezki,wysoka,rzadkie
S072,Prawo weta operatora,weto,False,1.8,0.344,0.344,0.0,0.408,wspoldzielone,niska,ciezki,wysoka,rzadkie
S072,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.344,0.1765,0.487,0.408,wspoldzielone,niska,ciezki,wysoka,rzadkie
S072,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.344,0.1932,0.4384,0.408,wspoldzielone,niska,ciezki,wysoka,rzadkie
S073,Brak HITL,autonomia,False,1.8,0.2198,0.2198,0.0,0.838,wspoldzielone,srednia,lekki,niska,znane
S073,HITL informacyjny,monitorowanie,False,1.8,0.2198,0.2198,0.0,0.838,wspoldzielone,srednia,lekki,niska,znane
S073,Prawo weta operatora,weto,False,1.8,0.2198,0.2198,0.0,0.838,wspoldzielone,srednia,lekki,niska,znane
S073,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2198,0.2198,0.0,0.838,wspoldzielone,srednia,lekki,niska,znane
S073,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2198,0.2198,0.0,0.838,wspoldzielone,srednia,lekki,niska,znane
S074,Brak HITL,autonomia,False,1.8,0.263,0.263,0.0,0.733,wspoldzielone,srednia,lekki,niska,rzadkie
S074,HITL informacyjny,monitorowanie,False,1.8,0.263,0.263,0.0,0.733,wspoldzielone,srednia,lekki,niska,rzadkie
S074,Prawo weta operatora,weto,False,1.8,0.263,0.263,0.0,0.733,wspoldzielone,srednia,lekki,niska,rzadkie
S074,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.263,0.263,0.0,0.733,wspoldzielone,srednia,lekki,niska,rzadkie
S074,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.263,0.263,0.0,0.733,wspoldzielone,srednia,lekki,niska,rzadkie
S075,Brak HITL,autonomia,False,1.8,0.268,0.268,0.0,0.689,wspoldzielone,srednia,lekki,srednia,znane
S075,HITL informacyjny,monitorowanie,False,1.8,0.268,0.268,0.0,0.689,wspoldzielone,srednia,lekki,srednia,znane
S075,Prawo weta operatora,weto,False,1.8,0.268,0.268,0.0,0.689,wspoldzielone,srednia,lekki,srednia,znane
S075,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.268,0.268,0.0,0.689,wspoldzielone,srednia,lekki,srednia,znane
S075,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.268,0.268,0.0,0.689,wspoldzielone,srednia,lekki,srednia,znane
S076,Brak HITL,autonomia,False,1.8,0.3121,0.3121,0.0,0.584,wspoldzielone,srednia,lekki,srednia,rzadkie
S076,HITL informacyjny,monitorowanie,False,1.8,0.3121,0.3121,0.0,0.584,wspoldzielone,srednia,lekki,srednia,rzadkie
S076,Prawo weta operatora,weto,False,1.8,0.3121,0.3121,0.0,0.584,wspoldzielone,srednia,lekki,srednia,rzadkie
S076,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3121,0.3121,0.0,0.584,wspoldzielone,srednia,lekki,srednia,rzadkie
S076,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3121,0.3121,0.0,0.584,wspoldzielone,srednia,lekki,srednia,rzadkie
S077,Brak HITL,autonomia,False,1.8,0.326,0.326,0.0,0.513,wspoldzielone,srednia,lekki,wysoka,znane
S077,HITL informacyjny,monitorowanie,False,1.8,0.326,0.326,0.0,0.513,wspoldzielone,srednia,lekki,wysoka,znane
S077,Prawo weta operatora,weto,False,1.8,0.326,0.326,0.0,0.513,wspoldzielone,srednia,lekki,wysoka,znane
S077,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.326,0.1672,0.487,0.513,wspoldzielone,srednia,lekki,wysoka,znane
S077,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.326,0.326,0.0,0.513,wspoldzielone,srednia,lekki,wysoka,znane
S078,Brak HITL,autonomia,False,1.8,0.3676,0.3676,0.0,0.408,wspoldzielone,srednia,lekki,wysoka,rzadkie
S078,HITL informacyjny,monitorowanie,False,1.8,0.3676,0.3676,0.0,0.408,wspoldzielone,srednia,lekki,wysoka,rzadkie
S078,Prawo weta operatora,weto,False,1.8,0.3676,0.3676,0.0,0.408,wspoldzielone,srednia,lekki,wysoka,rzadkie
S078,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.3676,0.1886,0.487,0.408,wspoldzielone,srednia,lekki,wysoka,rzadkie
S078,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.3676,0.2064,0.4384,0.408,wspoldzielone,srednia,lekki,wysoka,rzadkie
S079,Brak HITL,autonomia,False,1.8,0.2574,0.2574,0.0,0.838,wspoldzielone,srednia,sredni,niska,znane
S079,HITL informacyjny,monitorowanie,False,1.8,0.2574,0.2574,0.0,0.838,wspoldzielone,srednia,sredni,niska,znane
S079,Prawo weta operatora,weto,False,1.8,0.2574,0.2574,0.0,0.838,wspoldzielone,srednia,sredni,niska,znane
S079,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2574,0.2574,0.0,0.838,wspoldzielone,srednia,sredni,niska,znane
S079,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2574,0.2574,0.0,0.838,wspoldzielone,srednia,sredni,niska,znane
S080,Brak HITL,autonomia,False,1.8,0.308,0.308,0.0,0.733,wspoldzielone,srednia,sredni,niska,rzadkie
S080,HITL informacyjny,monitorowanie,False,1.8,0.308,0.308,0.0,0.733,wspoldzielone,srednia,sredni,niska,rzadkie
S080,Prawo weta operatora,weto,False,1.8,0.308,0.308,0.0,0.733,wspoldzielone,srednia,sredni,niska,rzadkie
S080,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.308,0.308,0.0,0.733,wspoldzielone,srednia,sredni,niska,rzadkie
S080,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.308,0.308,0.0,0.733,wspoldzielone,srednia,sredni,niska,rzadkie
S081,Brak HITL,autonomia,False,1.8,0.3139,0.3139,0.0,0.689,wspoldzielone,srednia,sredni,srednia,znane
S081,HITL informacyjny,monitorowanie,False,1.8,0.3139,0.3139,0.0,0.689,wspoldzielone,srednia,sredni,srednia,znane
S081,Prawo weta operatora,weto,False,1.8,0.3139,0.3139,0.0,0.689,wspoldzielone,srednia,sredni,srednia,znane
S081,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3139,0.3139,0.0,0.689,wspoldzielone,srednia,sredni,srednia,znane
S081,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3139,0.3139,0.0,0.689,wspoldzielone,srednia,sredni,srednia,znane
S082,Brak HITL,autonomia,False,1.8,0.3655,0.3655,0.0,0.584,wspoldzielone,srednia,sredni,srednia,rzadkie
S082,HITL informacyjny,monitorowanie,False,1.8,0.3655,0.3655,0.0,0.584,wspoldzielone,srednia,sredni,srednia,rzadkie
S082,Prawo weta operatora,weto,False,1.8,0.3655,0.3655,0.0,0.584,wspoldzielone,srednia,sredni,srednia,rzadkie
S082,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3655,0.3655,0.0,0.584,wspoldzielone,srednia,sredni,srednia,rzadkie
